Year;Campaign;Catalog;Category;Category 2;Physical Page;Physical Page 2;Display Page;Display Page 2;ID;ID 2;SKU;Title;Title 2;Variant;Price;Price Standard;Description;Images;Shade File;Unit Volume;Unit Measure
2025;06;katalog;ACCESSORIES;ACCESSORIES;142;142;138;138;="09969";="09969";="09969";"Oblá kabelka přes rameno My Everyday";"Oblá kabelka přes rameno My Everyday";"Černá";599.90;599.90;"<p>&nbsp,</p><a target=""_blank"" href=""https://ce.avon.com/ingredients-warning/cs/5665717"" style=""text-decoration: underline !important"">Podrobnosti o způsobu použití, ingrediencích a varováních</a>";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5665717.jpg?v=1747663734";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;ACCESSORIES;ACCESSORIES;142;142;138;138;="09977";="09977";="09977";"Oblá kabelka přes rameno My Everyday";"Oblá kabelka přes rameno My Everyday";"Khaki zelená";599.90;599.90;"<p>&nbsp,</p><a target=""_blank"" href=""https://ce.avon.com/ingredients-warning/cs/5665717"" style=""text-decoration: underline !important"">Podrobnosti o způsobu použití, ingrediencích a varováních</a>";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5665717.jpg?v=1747663734";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;JEWELRY;JEWELRY;32;32;28;28;="05603";="05603";="05603";"Tenký náramek Avon proti násilí páchanému na ženách";"Tenký náramek Avon proti násilí páchanému na ženách";"PURPLES";149;149;"Materiál: polyester, zinek, sklo. Barva: světle fialová. Maximální délka: 25,5 cm. Přívěsek: 0,7 x 1,8 cm. Postříbřeno.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5666128.jpg?v=1747744093";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;ACCESSORIES;ACCESSORIES;33;33;29;29;="20164";="20164";="20164";"Velká kosmetická taštička Avon proti násilí páchanému na ženách";"Velká kosmetická taštička Avon proti násilí páchanému na ženách";"NA";399;399;"Materiál: polyester. Barva: světle fialová s barevným vzorem. Rozměry: 23 x 17 x 9,5 cm.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5666136.jpg?v=1747744094";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;ACCESSORIES;ACCESSORIES;33;33;29;29;="23176";="23176";="23176";"Malá kosmetická taštička Avon proti násilí páchanému na ženách";"Malá kosmetická taštička Avon proti násilí páchanému na ženách";"PRINTS";349;349;"Materiál: polyester. Barva: pestrobarevná. Rozměry: 21,5 x 15 x 5 cm.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5666140.jpg?v=1747744094";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;HOME DECOR;HOME DECOR;139;139;135;135;="12369";="12369";="12369";"Cestovní zrcátko";"Cestovní zrcátko";"PINKS";499.90;499.90;"<p>&nbsp,</p><a target=""_blank"" href=""https://ce.avon.com/ingredients-warning/sk/5666698"" style=""text-decoration: underline !important"">Podrobnosti o způsobu použití, ingrediencích a varováních</a>
<p>&nbsp,</p>";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5666698.jpg?v=1747664113";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;WATCHES;WATCHES;141;141;137;137;="29389";="29389";="29389";"Hodinky Ariel se silikonovým řemínkem";"Hodinky Ariel se silikonovým řemínkem";"Růžová a stříbrná barva";549.90;549.90;"Materiál: nerezová ocel, slitina zinku, mosaz, sklo, silikon. Průměr ciferníku: 3,8 cm (vnější), 3,4 cm (vnitřní). Silikonový řemínek: 2 cm x 16-22 cm. Celková délka: 25,5 cm. Vyměnitelná baterie. 2letá záruka.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5667382.jpg?v=1747663716";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;WATCHES;WATCHES;141;141;137;137;="23374";="23374";="23374";"Hodinky Ariel se silikonovým řemínkem";"Hodinky Ariel se silikonovým řemínkem";"Šedá a zlatá barva";549.90;549.90;"Materiál: nerezová ocel, slitina zinku, mosaz, sklo, silikon. Průměr ciferníku: 3,8 cm (vnější), 3,4 cm (vnitřní). Silikonový řemínek: 2 cm x 16-22 cm. Celková délka: 25,5 cm. Vyměnitelná baterie. 2letá záruka.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_5667382.jpg?v=1747663716";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="1";ks.
2025;06;katalog;;;100;100;96;96;="82024";="82024";="82024";"Perfect Nonsense Peppery Peaches - vzorek v letáku";"Perfect Nonsense Peppery Peaches - vzorek v letáku";"";12;12;"Perfect Nonsense Peppery Peaches - vzorek v letáku

Růžový pepř dodává pikantní nádech plný intenzivní horkosti, který dokonale ladí s osvěžujícími tóny šťavnatých broskví. Tato vůně je smyslovým zážitkem, který vás okamžitě okouzlí.

Naše parfémy neobsahují živočišné složky. Každá z vůní nese prestižní certifikát Leaping Bunny. Tento mezinárodně uznávaný symbol platí pro celé portfolio Avonu a zaručuje, že produkty ani jejich jednotlivé složky nejsou v žádné fázi výroby testovány na zvířatech.

Druh vůně: květinově-ovocná";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1233957.jpg?v=1748334183";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;100;100;96;96;="82032";="82032";="82032";"Perfect Nonsense Bamboozie Cocktail - vzorek v letáku";"Perfect Nonsense Bamboozie Cocktail - vzorek v letáku";"";12;12;"Perfect Nonsense Bamboozie Cocktail - vzorek v letáku

Gin s aromatickým jalovcem a citrusovou svěžestí se mísí s klidným a zemitým bambusem, vytvářející opojný koktejl, který okouzlí všechny vaše smysly.

Naše parfémy neobsahují živočišné složky. Každá z vůní nese prestižní certifikát Leaping Bunny. Tento mezinárodně uznávaný symbol platí pro celé portfolio Avonu a zaručuje, že produkty ani jejich jednotlivé složky nejsou v žádné fázi výroby testovány na zvířatech.

Druh vůně: květinově-citrusová

ˣTouto vůní jsme chtěli zachytit esenci ginu s charakteristickým aroma plodů jalovce, ze kterých se většina ginů typicky destiluje. V naší vůni není žádný skutečný gin a vůně není určena ke konzumaci.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1236549.jpg?v=1747663755";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;100;100;96;96;="82040";="82040";="82040";"Perfect Nonsense Choco Tuberose - vzorek v letáku";"Perfect Nonsense Choco Tuberose - vzorek v letáku";"";12;12;"Perfect Nonsense Choco Tuberose - vzorek v letáku

Sametově sladké tóny čokolády se krásně spojují s jemnými květinovými akordy čerstvé tuberózy. Vůně, kterou jste nečekali, ale nyní ji prostě musíte mít.

Naše parfémy neobsahují živočišné složky. Každá z vůní nese prestižní certifikát Leaping Bunny. Tento mezinárodně uznávaný symbol platí pro celé portfolio Avonu a zaručuje, že produkty ani jejich jednotlivé složky nejsou v žádné fázi výroby testovány na zvířatech.

Druh vůně: květově-orientální, dřevitá";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1236550.jpg?v=1747664115";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;130;130;126;126;="82081";="82081";="82081";"Full speed Quantum EDT- vzorek v letáku";"Full speed Quantum EDT- vzorek v letáku";"";12;12;"Quantum EDT- vzorek v letáku

Hlavní složky: ozonové tóny, suchá ambra, pelargonie.
Nadechněte se závanu ozonových tónů a suché ambry ve směsi, která vytváří náš vůbec první adrenalinový vesmírný akord pro úžasný svěží prožitek. Mám rád pocit neznáma! Inspirace: Objevte i další výrobky z kolekce Full Speed a vyberte si vůni, která vás nejlépe vystihuje!";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1236059.jpg?v=1747663752";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;130;130;126;126;="82065";="82065";="82065";"Full speed Sky Jump EDT - vzorek v letáku";"Full speed Sky Jump EDT - vzorek v letáku";"";12;12;"Sky Jump EDT - vzorek v letáku
• 0,6 ml";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1236061.jpg?v=1747663761";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;130;130;126;126;="82057";="82057";="82057";"Full speed Original EDT - vzorek v letáku";"Full speed Original EDT - vzorek v letáku";"";12;12;"Full Speed for Him EDT - vzorek v letáku

Výrazná vůně, která rozbuší vaše srdce díky svěží směsi jalovce a cypřiše podpořená aromatickými tóny mošusu.

Kategorie: citrusově-zelená-mošusová.
Hlavní složky: jalovec, cypřiš, mošus.
 
Inspirace:
Objevte i další výrobky z kolekce Full Speed a vyberte si vůni, která vás nejlépe vystihuje!";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1236057.jpg?v=1747663802";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;130;130;126;126;="82073";="82073";="82073";"Full speed Surfer EDT - vzorek v letáku";"Full speed Surfer EDT - vzorek v letáku";"";12;12;"Full Speed Surfer for Him EDT 75 ml

Kategorie: kapradinově-dřevitá.
Hlavní složky: ozonové tóny, máta, vetiver.

Vychutnejte si svěží vlnu ozonových tónů, podpořených povzbuzujícím aroma máty na dřevitém základu.

Vždy připraven na adrenalinovou vlnu svěžesti!

Inspirace:
Objevte i další výrobky z kolekce Full Speed a vyberte si vůni, která vás nejlépe vystihuje!";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1236058.jpg?v=1747663730";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;7;7;3;3;="84202";="84202";="84202";"Překvapení";"Překvapení";"";1;1;"Překvapení v minimální hodnotě 100 Kč";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_0084202.jpg?v=1747744100";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;7;7;3;3;="84210";="84210";="84210";"Překvapení";"Překvapení";"";1;1;"Překvapení v minimální hodnotě 200 Kč";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_0084210.jpg?v=1747744088";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;9;9;5;5;="82008";="82008";="82008";"Ochranný Anew Power krém SPF 15 - vzorek ";"Ochranný Anew Power krém SPF 15 - vzorek ";"";12;12;"Ochranný Anew Power krém SPF 15 - vzorek 
• 2 ml";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1235369.jpg?v=1747664113";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;67;67;63;63;="82115";="82115";="82115";"Vyživující péče na rty s oleji";"Vyživující péče na rty s oleji";"Blossom";169;169;"Vyživující péče na rty s oleji

Nejen zimní měsíce dokáží pěkně potrápit naše rty a dehydratovat je. Jemná pokožka rtů vyžaduje intenzivní péči každý den. Malý zázrak v podobě olejové péče na rty je obohacen o jojobový, avokádový a kokosový olej a také o vitamin E. Nejenže vaše rty ihned po aplikaci získají jemný růžový nádech, ale budou až třikrát více hydratované. Dopřejte svým rtům zdravý a viditelně svěží vzhled.

Vlastnosti:
• vysoce hydratační složení
• obsahuje jojobový, avokádový a kokosový olej a vitamin E
• vyživuje a pečuje o rty
• nemastné a nelepivé složení
• dodává jemný a přirozený lesk
         
Jak aplikovat:
Vyživující péči naneste na rty a poté ji rovnoměrně rozetřete jemným stlačením rtů k sobě. Během dne kdykoliv opakujte dle potřeby.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1196949_1_613x613.jpg?v=1747663788";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;90;90;86;86;="82016";="82016";="82016";"Eve One EDP - vzorek v letáku ";"Eve One EDP - vzorek v letáku ";"";12;12;"Eve One EDP - vzorek v letáku 
• 0,6 ml";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1235323.jpg?v=1747920854";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;87;87;83;83;="81158";="81158";="81158";"Virtuální příspěvek proti násilí páchanému na ženách 30 Kč";"Virtuální příspěvek proti násilí páchanému na ženách 30 Kč";"";30;30;"Přispějte na konto Avon proti násilí páchanému na ženách. Každá koruna se počítá.

Celá částka zvoleného finančního příspěvku bude darovánana konto charitativního projektu Avon proti násilí páchanému na ženách. Finanční příspěvky z tohoto konta putují neziskové organizaci proFem, která se věnuje obětem domácího a sexuálního násilí.

Děkujeme, že pomáháte s námi. ";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/0081158.jpg?v=1747664125";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;152;152;148;148;="81166";="81166";="81166";"Virtuální příspěvek proti násilí páchanému na ženách 50 Kč";"Virtuální příspěvek proti násilí páchanému na ženách 50 Kč";"50";50;50;"Přispějte na konto Avon proti násilí páchanému na ženách. Každá koruna se počítá.

Celá částka zvoleného finančního příspěvku bude darovánana konto charitativního projektu Avon proti násilí páchanému na ženách. Finanční příspěvky z tohoto konta putují neziskové organizaci proFem, která se věnuje obětem domácího a sexuálního násilí.

Děkujeme, že pomáháte s námi. ";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/0081166.jpg?v=1747663851
https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/81166.jpg?v=1747663711";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;33;33;29;29;="81174";="81174";="81174";"Virtuální příspěvek proti násilí páchanému na ženách 100 Kč";"Virtuální příspěvek proti násilí páchanému na ženách 100 Kč";"";100;100;"Přispějte na konto Avon proti násilí páchanému na ženách. Každá koruna se počítá.

Celá částka zvoleného finančního příspěvku bude darovánana konto charitativního projektu Avon proti násilí páchanému na ženách. Finanční příspěvky z tohoto konta putují neziskové organizaci proFem, která se věnuje obětem domácího a sexuálního násilí.

Děkujeme, že pomáháte s námi. ";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/0081174.jpg?v=1747664130";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;33;33;29;29;="81182";="81182";="81182";"Virtuální příspěvek proti násilí páchanému na ženách 200 Kč";"Virtuální příspěvek proti násilí páchanému na ženách 200 Kč";"";200;200;"Přispějte na konto Avon proti násilí páchanému na ženách. Každá koruna se počítá.

Celá částka zvoleného finančního příspěvku bude darovánana konto charitativního projektu Avon proti násilí páchanému na ženách. Finanční příspěvky z tohoto konta putují neziskové organizaci proFem, která se věnuje obětem domácího a sexuálního násilí.

Děkujeme, že pomáháte s námi. ";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/0081182.jpg?v=1747663737";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;katalog;;;67;67;63;63;="82123";="82123";="82123";"Vyživující péče na rty s oleji";"Vyživující péče na rty s oleji";"Shimmering Petal";169;169;"Vyživující péče na rty s oleji

Nejen zimní měsíce dokáží pěkně potrápit naše rty a dehydratovat je. Jemná pokožka rtů vyžaduje intenzivní péči každý den. Malý zázrak v podobě olejové péče na rty je obohacen o jojobový, avokádový a kokosový olej a také o vitamin E. Nejenže vaše rty ihned po aplikaci získají jemný růžový nádech, ale budou až třikrát více hydratované. Dopřejte svým rtům zdravý a viditelně svěží vzhled.

Vlastnosti:
• vysoce hydratační složení
• obsahuje jojobový, avokádový a kokosový olej a vitamin E
• vyživuje a pečuje o rty
• nemastné a nelepivé složení
• dodává jemný a přirozený lesk
         
Jak aplikovat:
Vyživující péči naneste na rty a poté ji rovnoměrně rozetřete jemným stlačením rtů k sobě. Během dne kdykoliv opakujte dle potřeby.";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_1196949_1_613x613.jpg?v=1747663788";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;POP-UP;POP-UP;;0;;;="81067";="81067";="81067";"Dárek k nákupu Eve One - vzorek v letáku";"Dárek k nákupu Eve One - vzorek v letáku";"";;;"";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_0081067.jpg?v=1748506987";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;42;42;42;42;="50849";="50849";="50849";"SADA VZORKŮ PRO OČNÍ A PLEŤOVOU PÉČI";"SADA VZORKŮ PRO OČNÍ A PLEŤOVOU PÉČI";"";30;48;"Obsahuje 2ml vzorky Anew Plati num pro lifting s Proti nolem™:
• 2x Péče nad oči
• 2x Péče pod oči
a 2ml vzorky Anew s Proti nolem™:
• 2x Omlazující pleťový krém Sensiti ve+";"";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;10;10;10;10;="50864";="50864";="50864";"SADA S LEVANDULÍ A HEŘMÁNKEM";"SADA S LEVANDULÍ A HEŘMÁNKEM";"";139.90;219.80;"• Krém na ruce | 30 ml |
• Zklidňující aromatický sprej na polštář | 100 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/S9800989.jpg?v=1747664116";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;14;14;14;14;="58990";="58990";="58990";"SADA OSOBITÝCH VŮNÍ";"SADA OSOBITÝCH VŮNÍ";"";359.90;599.80;"• Individual Blue EDT | 100 ml |
• Célèbre EDT | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9801193.jpg?v=1747920858";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;52;52;52;52;="50765";="50765";="50765";"SADA 5 VZORKŮ VŮNÍ EVE";"SADA 5 VZORKŮ VŮNÍ EVE";"";35;60;"Obsahuje 0,6ml vzorky dámských EDP:
• Confi dence
• Truth
• Privé
• Become
• One";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9802138.jpg?v=1747920858";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;53;53;53;53;="58552";="58552";="58552";"SADA EVE ONE";"SADA EVE ONE";"";299.90;689.70;"• EDP - minibalení | 10 ml |
• Tělové mléko | 125 ml |
• EDP | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9802144_1.jpg?v=1747992608";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;13;13;13;13;="58982";="58982";="58982";"SADA VŮNÍ TTA FOR HER";"SADA VŮNÍ TTA FOR HER";"";1259.90;2099.70;"• TTA Today | 50 ml |
• TTA This Love | 50 ml |
• TTA Celebrate | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803013.jpg?v=1747920858";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;32;32;32;32;="51276";="51276";="51276";"SADA 15 VZORKŮ VŮNÍ V LETÁKU";"SADA 15 VZORKŮ VŮNÍ V LETÁKU";"";90;180;"Obsahuje 0,6ml vzorky 
Perfect Nonsense EDP:
• 5x Peppery Peaches
• 5x Choco Tuberose
• 5x Bamboozie Cocktail";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803017.jpg?v=1747920858";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;10;10;10;10;="58586";="58586";="58586";"SADA S GLYCERINEM, MANDLOVÝM MLÉKEM A VITAMINEM E ";"SADA S GLYCERINEM, MANDLOVÝM MLÉKEM A VITAMINEM E ";"";199.90;319.70;"• Tělové mléko | 400 ml |
• Krém na obličej, ruce a tělo | 400 ml |
• Krém na ruce | 75 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803020.jpg?v=1747992609";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;50;50;50;50;="59071";="59071";="59071";"SADA DO SPRCHY A KABELKY ";"SADA DO SPRCHY A KABELKY ";"";95.90;179.80;"• Sprchový gel | 250 ml |
• Tělový sprej | 100 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803022.jpg?v=1747920859";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;8;8;8;8;="66316";="66316";="66316";"SADA PLEŤOVÉHO KRÉMU A MICELÁRNÍ VODY";"SADA PLEŤOVÉHO KRÉMU A MICELÁRNÍ VODY";"";349.90;649.80;"• Intenzivní omlazující krém Anew Supreme s Protinolem™ | 50 ml |
• Čisticí pleťová micelární voda | 200 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803060.jpg?v=1747920859";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;15;15;15;15;="59006";="59006";="59006";"SADA FAR AWAY ";"SADA FAR AWAY ";"";559.90;765.60;" SADA FAR AWAY 
• EDP | 50 ml |
• EDP - minibalení | 10 ml |
• Tělové mléko | 125 ml |
• Kuličkový deodorant antiperspirant | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803447.jpg?v=1747920859";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;14;14;14;14;="58750";="58750";="58750";"SADA PŘITAŽLIVÝCH VŮNÍ ";"SADA PŘITAŽLIVÝCH VŮNÍ ";"";599.90;999.80;"• Black Suede EDT | 100 ml |
• Far Away Glamour EDP | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9803460.jpg?v=1747920859";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;8;8;8;8;="58917";="58917";="58917";"LIFTINGOVÁ SADA ANEW PLATINUM";"LIFTINGOVÁ SADA ANEW PLATINUM";"";449.90;739.80;" LIFTINGOVÁ SADA ANEW PLATINUM 
• Liftingové sérum Anew Platinum s Protinolem™ | 30 ml |
• Denní liftingový krém Anew Platinum SPF 20 s Protinolem™ | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9804018.jpg?v=1747920859";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;11;11;11;11;="58909";="58909";="58909";"SADA KRÉMOVÝCH SPRCHOVÝCH GELŮ ";"SADA KRÉMOVÝCH SPRCHOVÝCH GELŮ ";"";229.90;359.70;"• s vůní kakaa a podmáslí | 500 ml |
• s vůní kokosového mléka a maliny | 500 ml |
• s vůní chrpy a ovesného mléka | 500 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9804026_1.jpg?v=1747992609";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;11;11;11;11;="59147";="59147";="59147";"SADA PÁNSKÉ PÉČE";"SADA PÁNSKÉ PÉČE";"";199.90;349.70;"• Šampon, kondicionér a sprchový gel 3 v 1 | 200 ml |
• Hydratační balzám po holení 2 v 1 | 100 ml |
• Gel na holení | 150 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_S9804034.jpg?v=1747663790";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;10;10;10;10;="58719";="58719";="58719";"SADA PRO STYLING VLASŮ";"SADA PRO STYLING VLASŮ";"";169.90;279.80;"• Suchý šampon ve spreji | 150 ml |
• Sprej pro ochranu vlasů při tepelném stylingu | 100 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9804123_1.jpg?v=1747920860";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;10;10;10;10;="58677";="58677";="58677";"SADA SPREJŮ A OLEJE NA VLASY ";"SADA SPREJŮ A OLEJE NA VLASY ";"";319.90;519.70;"• Sprej pro zářivý lesk pro všechny typy vlasů | 100 ml |
• Sprej pro ohromující objem vlasů | 100 ml |
• Vyživující olej na vlasy s arganovým a kokosovým olejem | 100 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9805006.jpg?v=1747920848";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;12;12;12;12;="58818";="58818";="58818";"SADA ŠAMPONŮ NA VLASY";"SADA ŠAMPONŮ NA VLASY";"";369.90;599.60;" SADA ŠAMPONŮ NA VLASY 
• Šampon a kondicionér 2 v 1 proti lupům s klimbazolem | 700 ml |
• Vyživující šampon s arganovým a kokosovým olejem | 700 ml |
• Obnovující šampon pro poškozené vlasy | 700 ml |
• Šampon pro zářivý lesk pro všechny typy vlasů | 700 ml ";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9805007.jpg?v=1747920849";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;54;54;54;54;="58685";="58685";="58685";"SADA 50ML VŮNĚ A 5 VZORKŮ EVE ONE";"SADA 50ML VŮNĚ A 5 VZORKŮ EVE ONE";"";245.90;509.90;"• 5x EDP - vzorek v letáku l 0,6 ml l
• 1x EDP l 50 ml l";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9805008.jpg?v=1747920849";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;52;52;52;52;="59683";="59683";="59683";"SADA 5 VŮNÍ EVE";"SADA 5 VŮNÍ EVE";"";1299.90;2329.50;"SADA 5 VŮNÍ EVE
obsahuje 50ml flakony dámských EDP:
• Confi dence
• Truth
• Privé
• Become
• One";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9805009.jpg?v=1747992609";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;13;13;13;13;="58693";="58693";="58693";"SADA VŮNÍ ATTRACTION FOR HER";"SADA VŮNÍ ATTRACTION FOR HER";"";1259.90;2099.70;"• Attraction Intense | 50 ml |
• Attraction Awaken | 50 ml |
• Attraction - speciální edice | 50 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9805010.jpg?v=1747920849";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
2025;06;focus;SET;SET;15;15;15;15;="51920";="51920";="51920";"SADA ATTRACTION";"SADA ATTRACTION";"";259.90;489.80;" SADA ATTRACTION 
• EDP - limitovaná edice | 30 ml |
• Krém na ruce | 30 ml |";"https://media.ce.avon.digital-catalogue.com/cz/c06_cz_2025/prod_9805035.jpg?v=1747920849";"https://media.ce.avon.digital-catalogue.com/default-shade.jpg?v=1621934601";="";
